FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1
,Cedric,DEF,SOU,4900000,2,102,3.4,6.94E-07,2.08E-05,0,186986,7,36,0,0,0,0,0,20.8,0,-1,0,102,1,0,0,0,11,0,11,0,3,2.7,248138,0,320,0,1,2515,0,0,0,584,
Nacer,Chadli,MID,WBA,5800000,0,110,0.990990991,1.71E-07,1.90E-05,0,346631,2,32,0,0,0,5,0,19,0,-7,0,110,7,0,0,0,8,0,6,0,6,1.4,370855,0,173,0,2,2135,0,0,0,359,
Nathaniel,Chalobah,MID,CHE,4500000,0,12,0.108108108,2.40E-08,2.67E-06,0,1020,2,3,0,0,0,0,0,2.7,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1268,0,0,0,0,167,0,0,0,54,
,Chamberlain,MID,ARS,5800000,0,83,0.747747748,1.29E-07,1.43E-05,0,188872,1,22,0,0,0,2,0,14.3,0,-2,0,83,2,0,0,0,3,0,4,0,7,1.4,161030,0,186,0,1,1564,0,0,0,393,
Calum,Chambers,DEF,MID,4300000,1,83,3.3,7.67E-07,1.93E-05,0,321291,4,37,0,0,0,2,0,19.3,0,-2,0,83,2,0,0,0,7,0,7,0,1,3.4,314186,0,70,0,0,2250,0,0,0,499,
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,85,0,0,0,0,0,0,0,
Benjamin,Chilwell,DEF,LEI,4300000,1,19,0.171171171,3.98E-08,4.42E-06,0,9478,2,18,0,0,0,1,0,4.4,0,-2,0,19,2,0,0,0,0,0,1,0,0,0.2,6243,0,0,0,0,699,0,0,0,136,
Pedro,Chirivella,MID,LIV,4200000,0,0,0,0,0,0,3715,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3066,0,2,0,0,0,0,0,0,0,
,Christian Benteke,FWD,CRY,7200000,2,136,3.8,5.28E-07,1.89E-05,0,1206883,10,58,0,0,0,15,0,18.9,0,-3,0,136,3,0,2,0,13,0,7,0,2,9.5,1480078,0,315,0,3,3131,0,0,0,382,
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6739,0,0,0,0,0,0,0,0,0,
Jordy,Clasie,MID,SOU,4600000,0,38,0.342342342,7.44E-08,8.26E-06,0,5616,3,15,0,0,0,1,0,8.3,0,-4,0,38,4,0,0,0,3,0,2,0,1,0.1,4187,0,183,0,1,1022,0,0,0,157,
Adam,Clayton,MID,MID,4300000,2,70,2.1,4.88E-07,1.63E-05,0,70261,10,45,0,0,0,0,0,16.3,0,-2,0,70,2,0,0,0,0,0,10,0,2,0.8,81084,0,0,0,0,2804,0,0,0,427,
Tom,Cleverley,MID,WAT,5100000,2,55,2,3.92E-07,1.08E-05,0,11927,4,40,0,0,0,0,0,10.8,0,-4,0,55,4,0,0,0,0,0,3,0,3,0.1,5932,0,241,0,0,1848,0,0,0,294,
Gael,Clichy,DEF,MCI,5200000,6,87,3.5,6.73E-07,1.67E-05,0,73287,2,24,0,0,0,1,0,16.7,0,-3,0,87,3,0,0,0,9,0,8,0,0,1.9,79273,0,166,0,2,2123,0,0,0,493,
Sam,Clucas,MID,HUL,4700000,7,87,2.4,5.11E-07,1.85E-05,0,11584,9,75,0,0,0,3,0,18.5,0,-3,0,87,3,0,0,0,4,0,5,0,1,0.2,14743,0,0,0,0,3186,0,0,1,509,
Nathaniel,Clyne,DEF,LIV,5900000,6,129,3.5,5.93E-07,2.19E-05,0,567033,0,41,0,0,0,0,0,21.9,0,4,0,129,-4,0,0,0,13,0,12,0,2,10.3,556515,0,387,0,1,3323,0,0,0,735,
Seamus,Coleman,DEF,EVE,5600000,0,133,5.1,9.11E-07,2.38E-05,0,957930,3,28,0,0,0,4,0,23.8,0,1,0,133,-1,0,0,0,15,0,10,0,4,4,946206,0,327,0,4,2316,0,0,0,548,
James,Collins,DEF,WHU,4200000,1,69,0.621621622,1.48E-07,1.64E-05,0,378537,3,29,0,0,0,2,0,16.4,0,-3,0,69,3,0,0,0,7,0,6,0,0,4.5,399814,0,217,0,2,1655,0,0,0,364,
Francis,Coquelin,MID,ARS,4200000,1,52,0.468468468,1.12E-07,1.24E-05,0,182857,5,27,0,0,0,0,0,12.4,0,-3,0,52,3,0,0,0,1,0,5,0,1,1.9,156345,0,246,0,0,1779,0,0,0,303,
Jack,Cork,MID,SWA,4600000,0,50,1.7,3.70E-07,1.09E-05,0,4881,7,51,0,0,0,0,0,10.9,0,-4,0,50,4,0,0,0,0,0,3,0,1,0.1,2052,2,376,0,0,2232,0,0,0,348,
,Costa,FWD,CHE,10400000,4,196,5.6,5.38E-07,1.88E-05,0,3154341,10,30,0,0,0,20,0,18.8,0,9,0,196,-9,0,1,0,25,0,14,0,11,32.2,4044050,0,533,0,4,3083,0,0,0,657,
Thibaut,Courtois,GLK,CHE,5900000,2,141,3.9,6.61E-07,2.39E-05,0,449656,1,28,0,69,0,0,0,23.9,0,4,0,141,-4,0,0,0,0,0,16,0,0,14.1,530550,0,230,0,1,3240,0,0,0,623,
Philippe,Coutinho,MID,LIV,8700000,10,171,1.540540541,1.77E-07,1.97E-05,0,2787094,2,27,0,0,0,13,0,19.7,0,7,0,171,-7,0,0,0,21,0,8,0,8,26,3013199,0,459,0,4,2228,0,0,0,631,
Aaron,Cresswell,DEF,WHU,5100000,2,60,2.3,4.51E-07,1.18E-05,0,39280,2,35,0,0,0,0,0,11.8,0,-4,0,60,4,0,0,0,1,0,5,0,2,0.3,35126,0,514,0,0,2115,0,0,1,334,
Peter,Crouch,FWD,STK,4400000,7,79,2.9,6.59E-07,1.80E-05,0,365345,3,23,0,0,0,7,0,18,0,-6,0,79,6,0,0,0,7,0,4,0,3,3.4,458215,0,47,0,2,1343,0,0,0,262,
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,54196,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,786,0,8,0,0,0,0,0,0,0,
Josh,Cullen,MID,WHU,4300000,0,0,0,0,0,0,4884,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1274,0,0,0,0,0,0,0,0,0,
Charlie,Daniels,DEF,BOU,5200000,2,134,3.9,7.50E-07,2.58E-05,0,648348,1,53,0,0,0,4,0,25.8,0,2,0,134,-2,0,0,0,14,0,10,0,3,9.9,869600,0,491,0,5,3060,0,0,0,692,
Scott,Dann,DEF,CRY,5100000,0,61,0.54954955,1.08E-07,1.20E-05,0,306163,2,36,0,0,0,3,0,12,0,-4,0,61,4,0,0,0,4,0,2,0,1,2.1,110417,0,480,0,2,1752,0,0,0,310,
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1238,0,0,0,0,0,0,0,0,0,
Matteo,Darmian,DEF,MUN,5000000,0,70,0.630630631,1.26E-07,1.40E-05,0,92095,3,8,0,0,0,0,0,14,0,-5,0,70,5,0,0,0,6,0,9,0,0,1,57630,0,257,0,1,1333,0,0,0,319,
,David Luiz,DEF,CHE,6200000,2,132,4,6.45E-07,2.13E-05,0,206703,6,26,0,0,0,1,0,21.3,0,2,0,132,-2,0,0,0,10,0,15,0,1,5,346142,0,0,0,1,2954,0,0,0,675,
Ben,Davies,DEF,TOT,5000000,8,90,3.9,7.80E-07,1.80E-05,0,59417,1,13,0,0,0,1,0,18,0,0,0,90,0,0,0,0,5,0,8,0,3,5.2,275625,0,192,0,0,1739,0,0,0,443,
Curtis,Davies,DEF,HUL,4900000,0,38,1.5,3.06E-07,7.76E-06,0,111044,4,53,0,0,0,0,0,7.8,0,-1,0,38,1,0,0,0,3,0,1,0,2,1.3,100208,1,0,0,1,2135,0,0,0,368,
Tom,Davies,MID,EVE,4400000,1,63,0.567567568,1.29E-07,1.43E-05,0,121560,4,17,0,0,0,2,0,14.3,0,-1,0,63,1,0,0,0,0,0,8,0,3,2.3,219111,0,0,0,0,1544,0,0,0,248,
Steven,Davis,MID,SOU,5100000,2,77,2.4,4.71E-07,1.51E-05,0,41871,3,37,0,0,0,0,0,15.1,0,-4,0,77,4,0,0,0,0,0,10,0,3,0.5,9571,0,535,0,0,2643,0,0,0,450,
Craig,Dawson,DEF,WBA,4900000,1,102,2.8,5.71E-07,2.08E-05,0,105636,10,50,0,0,0,4,0,20.8,0,-1,0,102,1,0,0,0,6,0,6,0,0,2.5,99611,0,433,0,1,3276,0,0,0,500,
Michael,Dawson,DEF,HUL,4200000,-1,46,2.1,5.00E-07,1.10E-05,0,55903,4,44,0,0,0,3,0,11,0,-3,0,46,3,0,0,0,4,0,1,0,0,0.5,69678,1,0,0,2,1722,0,0,0,311,
Kevin,De Bruyne,MID,MCI,10500000,9,199,5.5,5.24E-07,1.90E-05,0,1264140,4,34,0,0,0,6,0,19,0,0,0,199,0,0,1,0,33,0,11,0,21,10.4,1369908,0,546,0,5,2877,0,0,0,825,
David,de Gea,GLK,MUN,5500000,0,136,3.9,7.09E-07,2.47E-05,0,1029405,2,29,0,74,0,0,0,24.7,0,0,0,136,0,0,0,0,5,0,14,0,0,33.2,583759,0,368,0,2,3150,0,0,0,575,
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,6016,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,311,0,129,0,0,0,0,0,0,0,
Carlos,De Pena,MID,MID,4200000,0,0,0,0,0,0,16085,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,15586,0,0,0,0,0,0,0,0,0,
Marten,de Roon,MID,MID,4300000,0,91,2.8,6.51E-07,2.12E-05,0,156893,8,44,0,0,0,4,0,21.2,0,-2,0,91,2,0,0,0,5,0,8,0,1,1.8,220485,0,0,0,2,2773,0,0,0,399,
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,3496,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2427,0,0,0,0,0,0,0,0,0,
Zachary,Dearnley,MID,MUN,4500000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.009009009,1.96E-09,2.17E-07,0,10701,0,0,0,0,0,0,0,0.2,0,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,2211,0,11,0,0,15,0,0,0,2,
Troy,Deeney,FWD,WAT,6600000,1,130,3.5,5.30E-07,1.97E-05,0,814246,7,52,0,0,0,10,0,19.7,0,-4,0,130,4,0,0,0,18,0,6,0,4,4.8,813559,1,629,0,2,2944,0,0,0,441,
Jermain,Defoe,FWD,SUN,7400000,0,166,4.5,6.08E-07,2.24E-05,0,1925947,1,63,0,0,0,15,0,22.4,0,4,0,166,-4,0,0,0,24,0,6,0,3,16.1,2275476,0,595,0,6,3322,0,0,0,529,
Steven,Defour,MID,BUR,5600000,1,54,0.486486486,8.69E-08,9.64E-06,0,31417,1,13,0,0,0,1,0,9.6,0,-4,0,54,4,0,0,0,6,0,5,0,3,0.2,30928,0,0,0,0,1068,0,0,0,245,
Damien,Delaney,DEF,CRY,4800000,0,51,1.7,3.54E-07,1.06E-05,0,39134,8,39,0,0,0,0,0,10.6,0,-2,0,51,2,0,0,0,3,0,3,0,2,0.5,15220,0,366,0,1,2014,0,0,0,344,
Fabian,Delph,MID,MCI,4700000,0,13,0.117117117,2.49E-08,2.77E-06,0,7989,1,4,0,0,0,1,0,2.8,0,-3,0,13,3,0,0,0,0,0,0,0,0,0.1,3083,0,156,0,0,224,0,0,0,62,
Mousa,Dembele,MID,TOT,5400000,1,76,0.684684685,1.27E-07,1.41E-05,0,34419,5,17,0,0,0,1,0,14.1,0,-1,0,76,1,0,0,0,6,0,11,0,2,0.5,42432,0,473,0,0,2056,0,0,0,456,
Jason,Denayer,DEF,SUN,4700000,0,56,2.3,4.89E-07,1.19E-05,0,4666,2,30,0,0,0,0,0,11.9,0,-3,0,56,3,0,0,0,2,0,6,0,0,0.1,2647,1,0,0,0,1878,0,0,0,320,
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.13E-07,4.23E-07,0,7914,1,1,0,0,0,0,0,0.4,0,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,1125,0,259,0,0,24,0,0,0,6,
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03E-07,2.20E-06,0,133511,1,6,0,0,0,0,0,2.2,0,-6,0,13,6,0,0,0,0,0,0,0,0,0.8,19211,0,283,0,0,460,0,0,0,53,
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,
Eric,Dier,MID,TOT,5000000,2,93,2.6,5.20E-07,1.86E-05,0,424578,6,24,0,0,0,2,0,18.6,0,-5,0,93,5,0,0,0,4,0,16,0,0,5.1,96830,0,526,0,1,3043,0,0,0,505,
Adama,Diomande,FWD,HUL,4300000,0,42,1.9,4.42E-07,9.77E-06,0,524303,1,29,0,0,0,2,0,9.8,0,-2,0,42,2,0,0,0,2,0,2,0,0,3.6,545903,0,0,0,0,1171,0,0,0,127,
Mame Biram,Diouf,FWD,STK,5700000,2,51,1.9,3.33E-07,8.95E-06,0,36207,3,26,0,0,0,1,0,8.9,0,-3,0,51,3,0,0,0,2,0,5,0,2,0.3,19376,0,245,0,0,1385,0,0,0,190,
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,
Papy,Djilobodji,DEF,SUN,4200000,0,24,0.216216216,5.15E-08,5.71E-06,0,17507,4,35,0,0,0,0,0,5.7,0,-3,0,24,3,0,0,0,0,0,2,0,0,0.2,12283,0,0,0,0,1577,0,0,1,281,
Abdoulaye,Doucoure,MID,WAT,4600000,1,38,0.342342342,7.44E-08,8.26E-06,0,1308,4,32,0,0,0,1,0,8.3,0,-4,0,38,4,0,0,0,0,0,4,0,0,0,821,0,0,0,0,1352,0,0,0,226,
Stewart,Downing,MID,MID,4800000,2,77,2.6,5.42E-07,1.60E-05,0,63686,1,39,0,0,0,1,0,16,0,-7,0,77,7,0,0,0,3,0,7,0,3,0.4,32596,0,0,0,0,2214,0,0,0,364,
Luke,Dreher,MID,CRY,4400000,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,
Daniel,Drinkwater,MID,LEI,5300000,0,69,2.4,4.53E-07,1.30E-05,0,334990,6,44,0,0,0,1,0,13,0,-2,0,69,2,0,0,0,3,0,8,0,1,3.6,88489,0,592,0,0,2466,0,0,0,384,
Nathan,Dyer,MID,SWA,4700000,0,12,1.5,3.19E-07,2.55E-06,0,7883,0,11,0,0,0,0,0,2.6,0,-3,0,12,3,0,0,0,0,0,0,0,1,0.1,1878,0,64,0,0,214,0,0,0,47,
,Eduardo,GLK,CHE,4500000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,
Thomas,Edwards,DEF,STK,4000000,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,
Oviemuno,Ejaria,MID,LIV,4400000,0,2,1,2.27E-07,4.55E-07,0,278,0,0,0,0,0,0,0,0.5,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,276,0,0,0,0,8,0,0,0,6,
Omar,Elabdellaoui,DEF,HUL,4400000,-1,13,0.117117117,2.66E-08,2.95E-06,0,1109,0,16,0,0,0,0,0,3,0,-1,0,13,1,0,0,0,0,0,1,0,0,0,1458,0,0,0,0,615,0,0,0,111,
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0,0,0,0,740,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,52,0,0,0,4,
Ahmed,Elmohamady,MID,HUL,4600000,1,62,1.9,4.13E-07,1.35E-05,0,23070,3,63,0,0,0,0,0,13.5,0,-4,0,62,4,0,0,0,1,0,3,0,2,0.2,9014,1,0,0,0,2523,0,0,1,428,
Mohamed,Elneny,MID,ARS,4500000,0,26,0.234234234,5.21E-08,5.78E-06,0,33295,1,9,0,0,0,0,0,5.8,0,-5,0,26,5,0,0,0,0,0,3,0,1,0.4,11147,0,134,0,0,694,0,0,0,133,
Elliot,Embleton,MID,SUN,4400000,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,25979,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,15455,0,4,0,0,0,0,0,0,0,
Christian,Eriksen,MID,TOT,8900000,9,218,6.1,6.85E-07,2.45E-05,0,1092708,0,24,0,0,0,8,0,24.5,0,4,0,218,-4,0,0,0,30,0,16,0,20,17.9,1394534,0,738,0,5,3159,0,0,0,798,
,Ethan Robson,MID,SUN,4500000,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,
,Evandro,MID,HUL,4900000,0,18,0.162162162,3.31E-08,3.67E-06,0,711,1,10,0,0,0,0,0,3.7,0,-1,0,18,1,0,0,0,0,0,3,0,0,0,810,0,0,0,0,576,0,0,0,88,
Jonny,Evans,DEF,WBA,4400000,8,79,2.5,5.68E-07,1.80E-05,0,392466,8,39,0,0,0,2,0,18,0,-1,0,79,1,0,0,0,7,0,4,0,1,4.1,258822,0,343,0,1,2637,0,0,0,478,
Lukasz,Fabianski,GLK,SWA,4800000,0,116,3.1,6.46E-07,2.42E-05,0,164605,1,69,0,117,0,0,0,24.2,0,-2,0,116,2,0,0,0,8,0,8,0,0,3.6,166347,0,366,1,0,3330,0,0,0,650,
,Fabio,DEF,MID,4200000,1,58,0.522522523,1.24E-07,1.38E-05,0,38197,8,30,0,0,0,0,0,13.8,0,-3,0,58,3,0,0,0,8,0,6,0,0,0.4,50772,0,0,0,0,1847,0,0,0,347,
Cesc,Fabregas,MID,CHE,7000000,8,121,1.09009009,1.56E-07,1.73E-05,0,290032,8,14,0,0,0,5,0,17.3,0,-5,0,121,5,0,0,0,14,0,4,0,15,3.3,176332,0,617,0,3,1340,0,0,0,529,
Adam,Federici,GLK,BOU,4400000,0,8,4,9.09E-07,1.82E-06,0,4322,1,3,0,5,0,0,0,1.8,0,-1,0,8,1,0,0,0,1,0,1,0,0,0.1,2240,0,31,0,0,180,0,0,0,37,
Sofiane,Feghouli,MID,WHU,5000000,8,55,0.495495495,9.91E-08,1.10E-05,0,159928,1,23,0,0,0,3,0,11,0,-5,0,55,5,0,0,0,4,0,1,0,3,0.7,34908,0,0,0,1,1042,0,0,1,220,
Marouane,Fellaini,MID,MUN,5800000,0,48,1.7,2.93E-07,8.28E-06,0,23711,8,14,0,0,0,1,0,8.3,0,-2,0,48,2,0,0,0,0,0,10,0,0,0.3,16717,0,164,0,0,1604,0,0,1,259,
Leroy,Fer,MID,SWA,4800000,2,95,2.8,5.83E-07,1.98E-05,0,704215,9,49,0,0,0,6,0,19.8,0,-2,0,95,2,0,0,0,5,0,4,0,2,4.6,749056,0,107,0,2,2405,0,0,0,429,
Edimilson,Fernandes,MID,WHU,4700000,5,38,0.342342342,7.28E-08,8.09E-06,0,873,4,18,0,0,0,0,0,8.1,0,-3,0,38,3,0,0,0,0,0,3,0,1,0,921,0,0,0,0,1002,0,0,0,148,
Federico,Fernandez,DEF,SWA,4200000,1,63,2.3,5.48E-07,1.50E-05,0,86286,7,41,0,0,0,0,0,15,0,-3,0,63,3,0,0,0,4,0,6,0,1,1.9,67419,0,333,0,1,2430,0,0,0,435,
,Fernandinho,MID,MCI,5300000,8,78,2.4,4.53E-07,1.47E-05,0,133539,4,27,0,0,0,2,0,14.7,0,-2,0,78,2,0,0,0,3,0,10,0,1,1.5,89887,0,417,0,0,2755,0,0,2,483,
,Fernando,MID,MCI,4700000,0,18,0.162162162,3.45E-08,3.83E-06,0,15960,3,10,0,0,0,0,0,3.8,0,-3,0,18,3,0,0,0,1,0,1,0,0,0.2,8223,0,236,0,0,568,0,0,0,106,
Sam,Field,MID,WBA,4300000,0,9,0.081081081,1.89E-08,2.09E-06,0,694,2,1,0,0,0,0,0,2.1,0,-2,0,9,2,0,0,0,0,0,1,0,0,0,715,0,0,0,0,275,0,0,0,50,
Roberto,Firmino,MID,LIV,8500000,6,180,5.1,6.00E-07,2.12E-05,0,1585670,5,39,0,0,0,11,0,21.2,0,0,0,180,0,0,0,0,17,0,11,0,11,8.8,1512419,0,522,0,6,3062,0,0,0,639,
Viktor,Fischer,MID,MID,4900000,0,25,0.225225225,4.60E-08,5.10E-06,0,44023,0,6,0,0,0,0,0,5.1,0,-6,0,25,6,0,0,0,0,0,1,0,3,0.2,2205,0,0,0,0,438,0,0,0,91,
Mathieu,Flamini,MID,CRY,4200000,0,12,0.108108108,2.57E-08,2.86E-06,0,6264,0,6,0,0,0,0,0,2.9,0,-3,0,12,3,0,0,0,0,0,0,0,0,0.1,7577,0,0,0,0,274,0,0,0,47,
Jon,Flanagan,DEF,BUR,4300000,0,9,0.081081081,1.89E-08,2.09E-06,0,19332,2,4,0,0,0,0,0,2.1,0,-2,0,9,2,0,0,0,0,0,1,0,0,0.2,5222,0,67,0,0,360,0,0,0,55,
Ashley,Fletcher,FWD,WHU,5000000,1,16,0.144144144,2.88E-08,3.20E-06,0,13421,2,13,0,0,0,0,0,3.2,0,0,0,16,0,0,0,0,0,0,0,0,0,0.2,14319,0,0,0,0,367,0,0,0,33,
Darren,Fletcher,MID,WBA,4400000,5,103,2.7,6.14E-07,2.34E-05,0,640073,0,45,0,0,0,2,0,23.4,0,-1,0,103,1,0,0,0,2,0,8,0,3,8.1,447906,0,403,0,1,3231,0,0,0,453,
Michael,Folivi,FWD,WAT,4500000,0,1,1,2.22E-07,2.22E-07,0,411,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,10,0,0,0,2,
Jose,Fonte,DEF,WHU,5300000,2,98,3,5.66E-07,1.85E-05,0,245913,4,46,0,0,0,0,0,18.5,0,-2,0,98,2,0,0,0,10,0,11,0,0,3.2,158939,0,487,0,1,2934,0,0,0,592,
Adam,Forshaw,MID,MID,4500000,2,77,2.3,5.11E-07,1.71E-05,0,50819,4,36,0,0,0,0,0,17.1,0,0,0,77,0,0,0,0,3,0,9,0,2,0.4,61682,0,0,0,0,2695,0,0,0,401,
Fraser,Forster,GLK,SOU,5000000,2,134,3.5,7.00E-07,2.68E-05,0,223518,3,48,0,76,0,0,0,26.8,0,0,0,134,0,0,0,0,4,0,14,0,0,5,229464,0,233,1,1,3420,0,0,0,625,
Ben,Foster,GLK,WBA,4700000,1,113,3,6.38E-07,2.40E-05,0,517913,2,51,0,115,0,0,0,24,0,2,0,113,-2,0,0,0,4,0,6,0,0,12.6,674681,0,129,0,2,3420,0,0,0,629,
Timothy,Fosu-Mensah,DEF,MUN,4100000,6,9,0.081081081,1.98E-08,2.20E-06,0,10107,0,0,0,0,0,0,0,2.2,0,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,5238,0,40,0,0,97,0,0,0,36,
Simon,Francis,DEF,BOU,4500000,1,89,2.6,5.78E-07,1.98E-05,0,176907,4,54,0,0,0,0,0,19.8,0,0,0,89,0,0,0,0,7,0,10,0,1,1.4,172920,0,462,0,1,2938,0,0,1,639,
Ryan,Fraser,MID,BOU,4600000,2,100,0.900900901,1.96E-07,2.17E-05,0,118412,3,32,0,0,0,3,0,21.7,0,-4,0,100,4,0,0,0,8,0,7,0,9,1.2,168284,0,0,0,2,1764,0,0,0,345,
George,Friend,DEF,MID,4200000,1,59,2.5,5.95E-07,1.40E-05,0,297371,4,35,0,0,0,0,0,14,0,-3,0,59,3,0,0,0,6,0,4,0,3,1.8,155485,0,0,0,0,1964,0,0,0,371,
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,66449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4654,0,0,0,0,0,0,0,0,0,
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.081081081,1.80E-08,2.00E-06,0,950,0,7,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1074,0,0,0,0,188,0,0,0,38,
Christian,Fuchs,DEF,LEI,5300000,2,104,2.9,5.47E-07,1.96E-05,0,437219,10,57,0,0,0,2,0,19.6,0,-2,0,104,2,0,0,0,10,0,8,0,4,5.7,222961,0,482,0,1,3103,0,0,0,679,
Jay,Fulton,MID,SWA,4400000,0,19,0.171171171,3.89E-08,4.32E-06,0,1565,2,15,0,0,0,0,0,4.3,0,-1,0,19,1,0,0,0,0,0,3,0,0,0,1011,0,4,0,0,690,0,0,0,92,
Ramiro,Funes Mori,DEF,EVE,4500000,0,69,3,6.67E-07,1.53E-05,0,212075,0,19,0,0,0,0,0,15.3,0,-5,0,69,5,0,0,0,4,0,7,0,1,1.4,157058,0,304,0,0,1543,0,0,0,365,
Manolo,Gabbiadini,FWD,SOU,6400000,1,38,0.342342342,5.35E-08,5.94E-06,0,567272,1,12,0,0,0,4,0,5.9,0,-1,0,38,1,0,1,0,4,0,3,0,1,6.5,846541,0,0,0,1,724,0,0,0,124,
